show_id,type_id,title,date_added,release_year,rating_id,duration,description
925,0,Brave Blue World: Racing to Solve Our Water Crisis,"October 21, 2020",2020,9,51 min,"From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water."
926,0,Rebecca,"October 21, 2020",2020,4,123 min,"A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife."
927,0,The Magic School Bus Rides Again The Frizz Connection,"October 20, 2020",2020,10,46 min,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!"
928,0,Tremors: Shrieker Island,"October 20, 2020",2020,4,102 min,"When massive mutant creatures infiltrate an island nature preserve, scientists recruit a legendary monster hunter to battle the beasts."
929,0,Beirut Oh Beirut,"October 19, 2020",1975,6,106 min,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines."
930,0,Bosta,"October 19, 2020",2005,6,112 min,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines."
931,0,Ghadi,"October 19, 2020",2013,8,101 min,"When the father of a boy with Down syndrome resists his neighbors' efforts to have the child institutionalized, miraculous events begin to occur."
932,0,Heritages,"October 19, 2020",2014,6,96 min,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history."
933,0,Listen,"October 19, 2020",2017,8,103 min,"A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses."
934,0,Out of Life,"October 19, 2020",1991,8,94 min,"Kidnapped by guerrillas in Beirut, a French photojournalist refuses to yield his dignity despite being tortured and brainwashed by his captors."
935,0,Panoptic,"October 19, 2020",2017,8,69 min,This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.
936,0,Taxi Ballad,"October 19, 2020",2012,8,81 min,A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.
937,0,The Kite,"October 19, 2020",2003,8,76 min,"In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border."
938,0,The Little Wars,"October 19, 2020",1982,6,108 min,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped."
939,0,Under the Bombs,"October 19, 2020",2007,8,94 min,A mother arrives in war-torn Lebanon looking for her missing son in the South as a cab driver agrees to escort her on her dangerous trip.
940,0,West Beirut,"October 19, 2020",1999,8,106 min,"Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up."
941,0,What Did I Mess,"October 19, 2020",2018,6,98 min,"In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion."
942,0,Whispers,"October 19, 2020",1980,6,93 min,"With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse."
943,0,Zozo,"October 19, 2020",2005,8,99 min,"When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents."
944,0,ParaNorman,"October 18, 2020",2012,3,93 min,"When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day."
945,0,I Am Vengeance: Retaliation,"October 17, 2020",2020,5,82 min,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice."
946,0,Disconnect,"October 16, 2020",2018,8,107 min,A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.
947,0,In a Valley of Violence,"October 16, 2020",2016,5,104 min,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal."
948,1,Someone Has to Die,"October 16, 2020",2020,8,1 Season,"In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences."
949,0,The Trial of the Chicago 7,"October 16, 2020",2020,5,130 min,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.
950,0,Unfriended,"October 16, 2020",2014,5,83 min,Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.
951,0,A Babysitter's Guide to Monster Hunting,"October 15, 2020",2020,9,99 min,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
952,0,Batman: The Killing Joke,"October 15, 2020",2016,5,77 min,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.
953,0,El-Khawaga's Dilemma,"October 15, 2020",2018,6,94 min,"After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends."
954,0,Kartini: Princess of Java,"October 15, 2020",2017,9,118 min,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.
955,0,Love Like the Falling Rain,"October 15, 2020",2020,6,87 min,"Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident."
956,0,A Choo,"October 14, 2020",2020,6,101 min,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
957,0,BLACKPINK: Light Up the Sky,"October 14, 2020",2020,6,80 min,Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
958,0,Fida,"October 13, 2020",2004,6,117 min,An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.
959,0,Octonauts & the Great Barrier Reef,"October 13, 2020",2020,10,47 min,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
960,0,Dil,"October 12, 2020",1990,6,165 min,A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.
961,0,Disco Dancer,"October 12, 2020",1982,6,134 min,"A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft."
962,0,Hunterrr,"October 12, 2020",2015,8,140 min,A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.
963,0,Phir Hera Pheri,"October 12, 2020",2006,6,150 min,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster."
964,0,The Legend of Bhagat Singh,"October 12, 2020",2002,6,156 min,"This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920."
965,0,House of the Witch,"October 11, 2020",2017,8,86 min,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.
966,0,Ginny Weds Sunny,"October 9, 2020",2020,8,126 min,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother."
967,0,My Step Dad: The Hippie,"October 9, 2020",2018,8,100 min,"When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
968,0,The Forty-Year-Old Version,"October 9, 2020",2020,5,124 min,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
969,0,Bigflo & Oli: Hip Hop Frenzy,"October 8, 2020",2020,8,100 min,"Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour."
970,0,Palermo Hollywood,"October 8, 2020",2004,8,106 min,A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.
971,0,Hubie Halloween,"October 7, 2020",2020,4,104 min,"Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe."
972,1,To the Lake,"October 7, 2020",2020,8,1 Season,"Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive."
